,participant,session,order,start,end,start_hms,end_hms,place,activity
185,16,new,82,2252,2254,37M 32S,37M 34S,,
186,16,new,84,2262,2282,37M 42S,38M 2S,,
187,16,new,86,2288,2290,38M 8S,38M 10S,,
188,16,new,90,2306,2308,38M 26S,38M 28S,,
189,16,new,97,2334,2356,38M 54S,39M 16S,,
190,16,new,131,2508,2514,41M 48S,41M 54S,,
191,16,new,145,2676,2684,44M 36S,44M 44S,,
192,16,new,173,2914,2920,48M 34S,48M 40S,,
193,16,new,174,2954,2956,49M 14S,49M 16S,,
194,16,new,196,3012,3014,50M 12S,50M 14S,,
195,16,new,240,3536,3538,58M 56S,58M 58S,,
196,16,new,254,3616,3624,1H 0M 16S,1H 0M 24S,,
197,16,new,271,3728,3730,1H 2M 8S,1H 2M 10S,,
198,16,new,273,3738,3742,1H 2M 18S,1H 2M 22S,,
199,16,new,278,3762,3766,1H 2M 42S,1H 2M 46S,,
200,16,new,303,3950,3954,1H 5M 50S,1H 5M 54S,,
201,20,new,126,4140,4150,1H 9M 0S,1H 9M 10S,,
