,participant,session,order,start,end,start_hms,end_hms,place,activity,,,participant,session,items_uniq,order,start,end,start_hms,end_hms,type
658,8,new,176,1792,1794,29M 52S,29M 54S,,,,,,,,,,,,,
659,8,new,179,1840,1884,30M 40S,31M 24S,,,,,,,,,,,,,
660,8,new,183,1932,1948,32M 12S,32M 28S,,,,,,,,,,,,,
661,8,new,188,2008,2032,33M 28S,33M 52S,,,,,,,,,,,,,
662,10,new,15,96,100,1M 36S,1M 40S,,,,,,,,,,,,,
663,10,new,22,188,190,3M 8S,3M 10S,,,,,,,,,,,,,
664,10,new,43,478,494,7M 58S,8M 14S,,,,,,,,,,,,,
665,10,new,48,604,614,10M 4S,10M 14S,,,,,,,,,,,,,
666,10,new,57,694,700,11M 34S,11M 40S,,,,,,,,,,,,,
667,10,new,64,726,744,12M 6S,12M 24S,,,,,,,,,,,,,
668,10,new,68,846,884,14M 6S,14M 44S,,,,,,,,,,,,,
669,10,new,92,1130,1150,18M 50S,19M 10S,,,,,,,,,,,,,
670,10,new,97,1160,1172,19M 20S,19M 32S,,,,,,,,,,,,,
671,10,new,121,1274,1286,21M 14S,21M 26S,,,,,,,,,,,,,
672,10,new,146,1590,1602,26M 30S,26M 42S,,,,,,,,,,,,,
673,10,new,150,1616,1620,26M 56S,27M 0S,,,,,,,,,,,,,
674,10,new,161,1694,1720,28M 14S,28M 40S,,,,,,,,,,,,,
675,10,new,175,1782,1800,29M 42S,30M 0S,,,,,,,,,,,,,
676,10,new,190,1912,1940,31M 52S,32M 20S,,,,,,,,,,,,,
677,10,new,202,2140,2178,35M 40S,36M 18S,,,,,,,,,,,,,
678,10,new,226,2304,2338,38M 24S,38M 58S,,,,,,,,,,,,,
679,10,new,234,2458,2466,40M 58S,41M 6S,,,,,,,,,,,,,
680,10,new,239,2472,2498,41M 12S,41M 38S,,,,,,,,,,,,,
681,10,new,251,2630,2680,43M 50S,44M 40S,,,,,,,,,,,,,
682,10,new,262,2752,2758,45M 52S,45M 58S,,,,,,,,,,,,,
683,10,new,265,2764,2770,46M 4S,46M 10S,,,,,,,,,,,,,
684,10,new,274,2814,2844,46M 54S,47M 24S,,,,,,,,,,,,,
685,10,new,283,2904,2932,48M 24S,48M 52S,,,,,,,,,,,,,
686,10,new,287,2948,2956,49M 8S,49M 16S,,,,,,,,,,,,,
687,10,new,290,2980,2984,49M 40S,49M 44S,,,,,,,,,,,,,
688,10,new,293,2990,3000,49M 50S,50M 0S,,,,,,,,,,,,,
689,10,new,301,3056,3060,50M 56S,51M 0S,,,,,,,,,,,,,
690,10,new,304,3070,3082,51M 10S,51M 22S,,,,,,,,,,,,,
691,10,new,307,3104,3110,51M 44S,51M 50S,,,,,,,,,,,,,
692,10,new,309,3154,3172,52M 34S,52M 52S,,,,,,,,,,,,,
693,10,new,314,3194,3224,53M 14S,53M 44S,,,,,,,,,,,,,
694,10,new,319,3242,3250,54M 2S,54M 10S,,,,,,,,,,,,,
695,10,new,323,3280,3288,54M 40S,54M 48S,,,,,,,,,,,,,
696,10,new,326,3302,3308,55M 2S,55M 8S,,,,,,,,,,,,,
697,10,new,329,3324,3330,55M 24S,55M 30S,,,,,,,,,,,,,
698,10,new,332,3334,3340,55M 34S,55M 40S,,,,,,,,,,,,,
699,10,new,335,3344,3360,55M 44S,56M 0S,,,,,,,,,,,,,
700,10,new,344,3396,3412,56M 36S,56M 52S,,,,,,,,,,,,,
701,10,new,347,3420,3434,57M 0S,57M 14S,,,,,,,,,,,,,
702,10,new,354,3466,3472,57M 46S,57M 52S,,,,,,,,,,,,,
703,10,new,357,3492,3502,58M 12S,58M 22S,,,,,,,,,,,,,
704,10,new,360,3522,3544,58M 42S,59M 4S,,,,,,,,,,,,,
705,10,new,363,3556,3674,59M 16S,1H 1M 14S,,,,,,,,,,,,,
706,10,new,385,3716,3718,1H 1M 56S,1H 1M 58S,,,,,,,,,,,,,
707,11,new,162,1880,1882,31M 20S,31M 22S,,,,,,,,,,,,,
708,11,new,332,3038,3062,50M 38S,51M 2S,,,,,,,,,,,,,
709,11,new,336,3074,3076,51M 14S,51M 16S,,,,,,,,,,,,,
710,11,new,351,3374,3398,56M 14S,56M 38S,,,,,,,,,,,,,
711,11,new,360,3448,3456,57M 28S,57M 36S,,,,,,,,,,,,,
712,11,new,369,3478,3488,57M 58S,58M 8S,,,,,,,,,,,,,
713,11,new,385,3562,3580,59M 22S,59M 40S,,,,,,,,,,,,,
714,11,new,398,3706,3714,1H 1M 46S,1H 1M 54S,,,,,,,,,,,,,
715,11,new,404,3744,3750,1H 2M 24S,1H 2M 30S,,,,,,,,,,,,,
716,11,new,408,3754,3776,1H 2M 34S,1H 2M 56S,,,,,,,,,,,,,
717,11,new,413,3790,3804,1H 3M 10S,1H 3M 24S,,,,,,,,,,,,,
718,11,new,427,3892,3904,1H 4M 52S,1H 5M 4S,,,,,,,,,,,,,
719,11,new,432,3912,3922,1H 5M 12S,1H 5M 22S,,,,,,,,,,,,,
720,11,new,437,3958,3974,1H 5M 58S,1H 6M 14S,,,,,,,,,,,,,
721,11,new,459,4142,4174,1H 9M 2S,1H 9M 34S,,,,,,,,,,,,,
722,11,new,467,4270,4306,1H 11M 10S,1H 11M 46S,,,,,,,,,,,,,
723,11,new,475,4326,4330,1H 12M 6S,1H 12M 10S,,,,,,,,,,,,,
724,11,new,479,4332,4380,1H 12M 12S,1H 13M 0S,,,,,,,,,,,,,
725,11,new,503,4544,4546,1H 15M 44S,1H 15M 46S,,,,,,,,,,,,,
726,11,new,506,4556,4570,1H 15M 56S,1H 16M 10S,,,,,,,,,,,,,
727,11,new,510,4580,4610,1H 16M 20S,1H 16M 50S,,,,,,,,,,,,,
728,11,new,516,4644,4650,1H 17M 24S,1H 17M 30S,,,,,,,,,,,,,
729,11,new,523,4678,4688,1H 17M 58S,1H 18M 8S,,,,,,,,,,,,,
730,11,new,534,4722,4728,1H 18M 42S,1H 18M 48S,,,,,,,,,,,,,
731,11,new,546,4770,4778,1H 19M 30S,1H 19M 38S,,,,,,,,,,,,,
732,11,new,556,4826,4840,1H 20M 26S,1H 20M 40S,,,,,,,,,,,,,
733,11,new,561,4858,4880,1H 20M 58S,1H 21M 20S,,,,,,,,,,,,,
734,11,new,571,4922,4950,1H 22M 2S,1H 22M 30S,,,,,,,,,,,,,
735,11,new,583,5014,5024,1H 23M 34S,1H 23M 44S,,,,,,,,,,,,,
736,11,new,591,5058,5086,1H 24M 18S,1H 24M 46S,,,,,,,,,,,,,
737,12,new,254,2908,2918,48M 28S,48M 38S,,,,,,,,,,,,,
738,12,new,255,2908,2918,48M 28S,48M 38S,,,,,,,,,,,,,
739,12,new,257,2910,2952,48M 30S,49M 12S,,,,,,,,,,,,,
740,12,new,260,2942,2952,49M 2S,49M 12S,,,,,,,,,,,,,
741,12,new,278,3144,3160,52M 24S,52M 40S,,,,,,,,,,,,,
742,12,new,281,3178,3186,52M 58S,53M 6S,,,,,,,,,,,,,
743,12,new,283,3198,3204,53M 18S,53M 24S,,,,,,,,,,,,,
744,12,new,287,3248,3252,54M 8S,54M 12S,,,,,,,,,,,,,
745,12,new,291,3272,3284,54M 32S,54M 44S,,,,,,,,,,,,,
746,12,new,293,3302,3310,55M 2S,55M 10S,,,,,,,,,,,,,
747,12,new,297,3316,3340,55M 16S,55M 40S,,,,,,,,,,,,,
748,12,new,302,3356,3508,55M 56S,58M 28S,,,,,,,,,,,,,
749,12,new,306,3512,3582,58M 32S,59M 42S,,,,,,,,,,,,,
750,12,new,317,3686,3750,1H 1M 26S,1H 2M 30S,,,,,,,,,,,,,
751,12,new,329,3940,4038,1H 5M 40S,1H 7M 18S,,,,,,,,,,,,,
752,12,new,336,4096,4100,1H 8M 16S,1H 8M 20S,,,,,,,,,,,,,
753,12,new,356,4498,4504,1H 14M 58S,1H 15M 4S,,,,,,,,,,,,,
754,12,new,361,4556,4564,1H 15M 56S,1H 16M 4S,,,,,,,,,,,,,
755,12,new,364,4572,4610,1H 16M 12S,1H 16M 50S,,,,,,,,,,,,,
756,12,new,368,4620,4664,1H 17M 0S,1H 17M 44S,,,,,,,,,,,,,
757,12,new,371,4666,4698,1H 17M 46S,1H 18M 18S,,,,,,,,,,,,,
758,12,new,374,4708,4718,1H 18M 28S,1H 18M 38S,,,,,,,,,,,,,
759,12,new,376,4720,4724,1H 18M 40S,1H 18M 44S,,,,,,,,,,,,,
760,12,new,379,4740,4854,1H 19M 0S,1H 20M 54S,,,,,,,,,,,,,
761,12,new,383,4888,4898,1H 21M 28S,1H 21M 38S,,,,,,,,,,,,,
762,12,new,386,4912,4976,1H 21M 52S,1H 22M 56S,,,,,,,,,,,,,
763,12,new,398,5066,5412,1H 24M 26S,1H 30M 12S,,,,,,,,,,,,,
764,12,new,402,5146,5150,1H 25M 46S,1H 25M 50S,,,,,,,,,,,,,
765,12,new,405,5420,5474,1H 30M 20S,1H 31M 14S,,,,,,,,,,,,,
766,12,new,410,5570,5612,1H 32M 50S,1H 33M 32S,,,,,,,,,,,,,
767,12,new,411,5574,5612,1H 32M 54S,1H 33M 32S,,,,,,,,,,,,,
768,12,new,414,5622,5628,1H 33M 42S,1H 33M 48S,,,,,,,,,,,,,
769,12,new,416,5636,5652,1H 33M 56S,1H 34M 12S,,,,,,,,,,,,,
770,12,new,420,5672,5676,1H 34M 32S,1H 34M 36S,,,,,,,,,,,,,
771,12,new,422,5698,5742,1H 34M 58S,1H 35M 42S,,,,,,,,,,,,,
772,12,new,426,5752,5804,1H 35M 52S,1H 36M 44S,,,,,,,,,,,,,
773,12,new,432,5918,5924,1H 38M 38S,1H 38M 44S,,,,,,,,,,,,,
774,12,new,434,5924,5946,1H 38M 44S,1H 39M 6S,,,,,,,,,,,,,
775,12,new,438,5992,6000,1H 39M 52S,1H 40M 0S,,,,,,,,,,,,,
776,12,new,444,6042,6046,1H 40M 42S,1H 40M 46S,,,,,,,,,,,,,
777,12,new,447,6072,6078,1H 41M 12S,1H 41M 18S,,,,,,,,,,,,,
778,12,new,449,6142,6150,1H 42M 22S,1H 42M 30S,,,,,,,,,,,,,
779,12,new,451,6202,6208,1H 43M 22S,1H 43M 28S,,,,,,,,,,,,,
780,12,new,453,6216,6266,1H 43M 36S,1H 44M 26S,,,,,,,,,,,,,
781,12,new,457,6260,6266,1H 44M 20S,1H 44M 26S,,,,,,,,,,,,,
782,12,new,458,6266,6290,1H 44M 26S,1H 44M 50S,,,,,,,,,,,,,
783,12,new,459,6266,6290,1H 44M 26S,1H 44M 50S,,,,,,,,,,,,,
784,12,new,461,6284,6374,1H 44M 44S,1H 46M 14S,,,,,,,,,,,,,
785,12,new,470,6376,6390,1H 46M 16S,1H 46M 30S,,,,,,,,,,,,,
786,12,new,472,6424,6426,1H 47M 4S,1H 47M 6S,,,,,,,,,,,,,
787,12,new,474,6436,6496,1H 47M 16S,1H 48M 16S,,,,,,,,,,,,,
788,12,new,485,6608,6622,1H 50M 8S,1H 50M 22S,,,,,,,,,,,,,
789,12,new,486,6622,6626,1H 50M 22S,1H 50M 26S,,,,,,,,,,,,,
790,12,new,487,6640,6718,1H 50M 40S,1H 51M 58S,,,,,,,,,,,,,
791,12,new,491,6760,6786,1H 52M 40S,1H 53M 6S,,,,,,,,,,,,,
792,12,new,494,6786,6792,1H 53M 6S,1H 53M 12S,,,,,,,,,,,,,
793,12,new,495,6792,6814,1H 53M 12S,1H 53M 34S,,,,,,,,,,,,,
794,12,new,499,6862,6874,1H 54M 22S,1H 54M 34S,,,,,,,,,,,,,
795,12,new,500,6890,6896,1H 54M 50S,1H 54M 56S,,,,,,,,,,,,,
796,12,new,504,6936,6960,1H 55M 36S,1H 56M 0S,,,,,,,,,,,,,
797,12,new,506,6962,6970,1H 56M 2S,1H 56M 10S,,,,,,,,,,,,,
798,12,new,510,7048,7054,1H 57M 28S,1H 57M 34S,,,,,,,,,,,,,
799,12,new,531,7176,7180,1H 59M 36S,1H 59M 40S,,,,,,,,,,,,,
800,12,new,534,7180,7248,1H 59M 40S,2H 0M 48S,,,,,,,,,,,,,
801,12,new,535,7180,7248,1H 59M 40S,2H 0M 48S,,,,,,,,,,,,,
802,12,new,550,7402,7414,2H 3M 22S,2H 3M 34S,,,,,,,,,,,,,
803,12,new,556,7428,7456,2H 3M 48S,2H 4M 16S,,,,,,,,,,,,,
804,12,new,560,7472,7476,2H 4M 32S,2H 4M 36S,,,,,,,,,,,,,
805,13,new,250,1000,1020,16M 40S,17M 0S,,,,,,,,,,,,,
806,13,new,259,1020,1038,17M 0S,17M 18S,,,,,,,,,,,,,
807,13,new,274,1066,1068,17M 46S,17M 48S,,,,,,,,,,,,,
808,13,new,277,1074,1076,17M 54S,17M 56S,,,,,,,,,,,,,
809,13,new,284,1092,1098,18M 12S,18M 18S,,,,,,,,,,,,,
810,13,new,309,1152,1162,19M 12S,19M 22S,,,,,,,,,,,,,
811,13,new,319,1170,1186,19M 30S,19M 46S,,,,,,,,,,,,,
812,13,new,330,1194,1248,19M 54S,20M 48S,,,,,,,,,,,,,
813,13,new,346,1270,1324,21M 10S,22M 4S,,,,,,,,,,,,,
814,13,new,365,1348,1378,22M 28S,22M 58S,,,,,,,,,,,,,
815,13,new,366,1380,1410,23M 0S,23M 30S,,,,,,,,,,,,,
816,13,new,436,1656,1658,27M 36S,27M 38S,,,,,,,,,,,,,
817,13,new,448,1670,1696,27M 50S,28M 16S,,,,,,,,,,,,,
818,13,new,620,2338,2340,38M 58S,39M 0S,,,,,,,,,,,,,
819,13,new,727,2704,2708,45M 4S,45M 8S,,,,,,,,,,,,,
820,14,new,106,644,646,10M 44S,10M 46S,,,,,,,,,,,,,
821,14,new,109,654,656,10M 54S,10M 56S,,,,,,,,,,,,,
822,14,new,113,666,668,11M 6S,11M 8S,,,,,,,,,,,,,
823,14,new,118,678,722,11M 18S,12M 2S,,,,,,,,,,,,,
824,14,new,128,764,816,12M 44S,13M 36S,,,,,,,,,,,,,
825,14,new,132,814,816,13M 34S,13M 36S,,,,,,,,,,,,,
826,14,new,140,864,900,14M 24S,15M 0S,,,,,,,,,,,,,
827,14,new,146,908,914,15M 8S,15M 14S,,,,,,,,,,,,,
828,14,new,150,922,930,15M 22S,15M 30S,,,,,,,,,,,,,
829,14,new,155,936,1050,15M 36S,17M 30S,,,,,,,,,,,,,
830,14,new,162,1056,1062,17M 36S,17M 42S,,,,,,,,,,,,,
831,14,new,177,1226,1268,20M 26S,21M 8S,,,,,,,,,,,,,
832,14,new,193,1330,1372,22M 10S,22M 52S,,,,,,,,,,,,,
833,14,new,200,1488,1506,24M 48S,25M 6S,,,,,,,,,,,,,
834,14,new,212,1584,1588,26M 24S,26M 28S,,,,,,,,,,,,,
835,14,new,215,1594,1602,26M 34S,26M 42S,,,,,,,,,,,,,
836,14,new,327,2802,2804,46M 42S,46M 44S,,,,,,,,,,,,,
837,14,new,334,2814,2824,46M 54S,47M 4S,,,,,,,,,,,,,
838,14,new,343,2864,2870,47M 44S,47M 50S,,,,,,,,,,,,,
839,14,new,361,2966,2972,49M 26S,49M 32S,,,,,,,,,,,,,
840,15,new,61,306,308,5M 6S,5M 8S,,,,,,,,,,,,,
841,15,new,136,826,828,13M 46S,13M 48S,,,,,,,,,,,,,
842,15,new,159,980,982,16M 20S,16M 22S,,,,,,,,,,,,,
843,15,new,209,1256,1260,20M 56S,21M 0S,,,,,,,,,,,,,
844,15,new,212,1264,1266,21M 4S,21M 6S,,,,,,,,,,,,,
845,15,new,215,1278,1282,21M 18S,21M 22S,,,,,,,,,,,,,
846,15,new,218,1300,1302,21M 40S,21M 42S,,,,,,,,,,,,,
847,15,new,222,1320,1326,22M 0S,22M 6S,,,,,,,,,,,,,
848,15,new,254,1468,1480,24M 28S,24M 40S,,,,,,,,,,,,,
849,15,new,257,1486,1492,24M 46S,24M 52S,,,,,,,,,,,,,
850,15,new,259,1580,1582,26M 20S,26M 22S,,,,,,,,,,,,,
851,15,new,271,1694,1698,28M 14S,28M 18S,,,,,,,,,,,,,
852,15,new,292,1832,1850,30M 32S,30M 50S,,,,,,,,,,,,,
853,15,new,383,2354,2356,39M 14S,39M 16S,,,,,,,,,,,,,
854,15,new,435,2732,2734,45M 32S,45M 34S,,,,,,,,,,,,,
855,16,new,100,2366,2386,39M 26S,39M 46S,,,,,,,,,,,,,
856,16,new,127,2496,2504,41M 36S,41M 44S,,,,,,,,,,,,,
857,16,new,136,2530,2540,42M 10S,42M 20S,,,,,,,,,,,,,
858,16,new,137,2544,2548,42M 24S,42M 28S,,,,,,,,,,,,,
859,16,new,141,2558,2568,42M 38S,42M 48S,,,,,,,,,,,,,
860,16,new,143,2618,2628,43M 38S,43M 48S,,,,,,,,,,,,,
861,16,new,144,2648,2656,44M 8S,44M 16S,,,,,,,,,,,,,
862,16,new,163,2772,2778,46M 12S,46M 18S,,,,,,,,,,,,,
863,16,new,166,2790,2800,46M 30S,46M 40S,,,,,,,,,,,,,
864,16,new,169,2828,2832,47M 8S,47M 12S,,,,,,,,,,,,,
865,16,new,170,2874,2896,47M 54S,48M 16S,,,,,,,,,,,,,
866,16,new,189,2986,2992,49M 46S,49M 52S,,,,,,,,,,,,,
867,16,new,190,2994,2998,49M 54S,49M 58S,,,,,,,,,,,,,
868,16,new,193,3004,3006,50M 4S,50M 6S,,,,,,,,,,,,,
869,16,new,206,3146,3154,52M 26S,52M 34S,,,,,,,,,,,,,
870,16,new,209,3162,3172,52M 42S,52M 52S,,,,,,,,,,,,,
871,16,new,210,3186,3190,53M 6S,53M 10S,,,,,,,,,,,,,
872,16,new,214,3192,3194,53M 12S,53M 14S,,,,,,,,,,,,,
873,16,new,228,3316,3334,55M 16S,55M 34S,,,,,,,,,,,,,
874,16,new,229,3460,3470,57M 40S,57M 50S,,,,,,,,,,,,,
875,16,new,232,3474,3492,57M 54S,58M 12S,,,,,,,,,,,,,
876,16,new,238,3522,3524,58M 42S,58M 44S,,,,,,,,,,,,,
877,16,new,241,3562,3570,59M 22S,59M 30S,,,,,,,,,,,,,
878,16,new,243,3574,3578,59M 34S,59M 38S,,,,,,,,,,,,,
879,16,new,253,3612,3614,1H 0M 12S,1H 0M 14S,,,,,,,,,,,,,
880,16,new,260,3626,3632,1H 0M 26S,1H 0M 32S,,,,,,,,,,,,,
881,16,new,265,3638,3658,1H 0M 38S,1H 0M 58S,,,,,,,,,,,,,
882,17,new,1,2,30,2S,30S,,,,,,,,,,,,,
883,17,new,3,42,86,42S,1M 26S,,,,,,,,,,,,,
884,17,new,8,102,114,1M 42S,1M 54S,,,,,,,,,,,,,
885,17,new,9,114,124,1M 54S,2M 4S,,,,,,,,,,,,,
886,17,new,10,124,136,2M 4S,2M 16S,,,,,,,,,,,,,
887,17,new,14,148,150,2M 28S,2M 30S,,,,,,,,,,,,,
888,17,new,15,150,152,2M 30S,2M 32S,,,,,,,,,,,,,
889,17,new,17,158,162,2M 38S,2M 42S,,,,,,,,,,,,,
890,17,new,18,162,166,2M 42S,2M 46S,,,,,,,,,,,,,
891,17,new,19,166,170,2M 46S,2M 50S,,,,,,,,,,,,,
892,17,new,271,3534,3538,58M 54S,58M 58S,,,,,,,,,,,,,
893,17,new,276,3566,3570,59M 26S,59M 30S,,,,,,,,,,,,,
894,17,new,279,3576,3592,59M 36S,59M 52S,,,,,,,,,,,,,
895,17,new,284,3624,3628,1H 0M 24S,1H 0M 28S,,,,,,,,,,,,,
896,17,new,291,3656,3690,1H 0M 56S,1H 1M 30S,,,,,,,,,,,,,
897,17,new,297,3714,3808,1H 1M 54S,1H 3M 28S,,,,,,,,,,,,,
898,17,new,302,3822,3828,1H 3M 42S,1H 3M 48S,,,,,,,,,,,,,
899,17,new,305,3842,3850,1H 4M 2S,1H 4M 10S,,,,,,,,,,,,,
900,17,new,308,3860,3900,1H 4M 20S,1H 5M 0S,,,,,,,,,,,,,
901,17,new,313,3916,3922,1H 5M 16S,1H 5M 22S,,,,,,,,,,,,,
902,17,new,315,3928,3984,1H 5M 28S,1H 6M 24S,,,,,,,,,,,,,
903,17,new,322,3990,4000,1H 6M 30S,1H 6M 40S,,,,,,,,,,,,,
904,17,new,335,4092,4098,1H 8M 12S,1H 8M 18S,,,,,,,,,,,,,
905,17,new,339,4102,4104,1H 8M 22S,1H 8M 24S,,,,,,,,,,,,,
906,17,new,340,4110,4134,1H 8M 30S,1H 8M 54S,,,,,,,,,,,,,
907,17,new,346,4140,4142,1H 9M 0S,1H 9M 2S,,,,,,,,,,,,,
908,17,new,350,4150,4156,1H 9M 10S,1H 9M 16S,,,,,,,,,,,,,
909,17,new,351,4150,4156,1H 9M 10S,1H 9M 16S,,,,,,,,,,,,,
910,17,new,355,4172,4176,1H 9M 32S,1H 9M 36S,,,,,,,,,,,,,
911,17,new,358,4204,4208,1H 10M 4S,1H 10M 8S,,,,,,,,,,,,,
912,17,new,368,4276,4338,1H 11M 16S,1H 12M 18S,,,,,,,,,,,,,
913,17,new,378,4364,4376,1H 12M 44S,1H 12M 56S,,,,,,,,,,,,,
914,17,new,384,4392,4406,1H 13M 12S,1H 13M 26S,,,,,,,,,,,,,
915,17,new,387,4412,4414,1H 13M 32S,1H 13M 34S,,,,,,,,,,,,,
916,17,new,396,4454,4496,1H 14M 14S,1H 14M 56S,,,,,,,,,,,,,
917,17,new,402,4512,4518,1H 15M 12S,1H 15M 18S,,,,,,,,,,,,,
918,17,new,407,4590,4598,1H 16M 30S,1H 16M 38S,,,,,,,,,,,,,
919,17,new,421,4656,4666,1H 17M 36S,1H 17M 46S,,,,,,,,,,,,,
920,17,new,423,4670,4672,1H 17M 50S,1H 17M 52S,,,,,,,,,,,,,
921,17,new,431,4706,4708,1H 18M 26S,1H 18M 28S,,,,,,,,,,,,,
922,17,new,434,4716,4718,1H 18M 36S,1H 18M 38S,,,,,,,,,,,,,
923,17,new,436,4718,4734,1H 18M 38S,1H 18M 54S,,,,,,,,,,,,,
924,17,new,440,4742,4750,1H 19M 2S,1H 19M 10S,,,,,,,,,,,,,
925,17,new,443,4748,4770,1H 19M 8S,1H 19M 30S,,,,,,,,,,,,,
926,17,new,447,4788,4826,1H 19M 48S,1H 20M 26S,,,,,,,,,,,,,
927,17,new,452,4830,4852,1H 20M 30S,1H 20M 52S,,,,,,,,,,,,,
928,17,new,456,4858,4886,1H 20M 58S,1H 21M 26S,,,,,,,,,,,,,
929,17,new,459,4890,4894,1H 21M 30S,1H 21M 34S,,,,,,,,,,,,,
930,17,new,465,4914,4926,1H 21M 54S,1H 22M 6S,,,,,,,,,,,,,
931,17,new,469,4928,4940,1H 22M 8S,1H 22M 20S,,,,,,,,,,,,,
932,17,new,477,4960,4972,1H 22M 40S,1H 22M 52S,,,,,,,,,,,,,
933,17,new,481,4974,5050,1H 22M 54S,1H 24M 10S,,,,,,,,,,,,,
934,17,new,485,5054,5076,1H 24M 14S,1H 24M 36S,,,,,,,,,,,,,
935,17,new,494,5078,5086,1H 24M 38S,1H 24M 46S,,,,,,,,,,,,,
936,17,new,498,5090,5092,1H 24M 50S,1H 24M 52S,,,,,,,,,,,,,
937,17,new,502,5108,5130,1H 25M 8S,1H 25M 30S,,,,,,,,,,,,,
938,17,new,514,5174,5180,1H 26M 14S,1H 26M 20S,,,,,,,,,,,,,
939,17,new,520,5208,5228,1H 26M 48S,1H 27M 8S,,,,,,,,,,,,,
940,17,new,525,5264,5310,1H 27M 44S,1H 28M 30S,,,,,,,,,,,,,
941,17,new,539,5374,5386,1H 29M 34S,1H 29M 46S,,,,,,,,,,,,,
942,19,new,130,1124,1134,18M 44S,18M 54S,,,,,,,,,,,,,
943,19,new,138,1146,1148,19M 6S,19M 8S,,,,,,,,,,,,,
944,19,new,143,1212,1218,20M 12S,20M 18S,,,,,,,,,,,,,
945,19,new,150,1234,1282,20M 34S,21M 22S,,,,,,,,,,,,,
946,19,new,165,1318,1342,21M 58S,22M 22S,,,,,,,,,,,,,
947,19,new,169,1358,1374,22M 38S,22M 54S,,,,,,,,,,,,,
948,19,new,178,1428,1552,23M 48S,25M 52S,,,,,,,,,,,,,
949,19,new,184,1560,1564,26M 0S,26M 4S,,,,,,,,,,,,,
950,19,new,187,1566,1568,26M 6S,26M 8S,,,,,,,,,,,,,
951,19,new,190,1570,1580,26M 10S,26M 20S,,,,,,,,,,,,,
952,19,new,194,1584,1592,26M 24S,26M 32S,,,,,,,,,,,,,
953,19,new,207,1652,1656,27M 32S,27M 36S,,,,,,,,,,,,,
954,19,new,214,1702,1708,28M 22S,28M 28S,,,,,,,,,,,,,
955,19,new,218,1714,1732,28M 34S,28M 52S,,,,,,,,,,,,,
956,19,new,220,1756,1796,29M 16S,29M 56S,,,,,,,,,,,,,
957,19,new,227,1828,1876,30M 28S,31M 16S,,,,,,,,,,,,,
958,19,new,249,2026,2056,33M 46S,34M 16S,,,,,,,,,,,,,
959,19,new,255,2062,2086,34M 22S,34M 46S,,,,,,,,,,,,,
960,19,new,264,2140,2172,35M 40S,36M 12S,,,,,,,,,,,,,
961,19,new,268,2196,2258,36M 36S,37M 38S,,,,,,,,,,,,,
962,19,new,274,2268,2312,37M 48S,38M 32S,,,,,,,,,,,,,
963,19,new,288,2350,2454,39M 10S,40M 54S,,,,,,,,,,,,,
964,19,new,295,2474,2490,41M 14S,41M 30S,,,,,,,,,,,,,
965,19,new,299,2536,2582,42M 16S,43M 2S,,,,,,,,,,,,,
966,19,new,303,2590,2592,43M 10S,43M 12S,,,,,,,,,,,,,
967,19,new,306,2596,2654,43M 16S,44M 14S,,,,,,,,,,,,,
968,19,new,313,2670,2698,44M 30S,44M 58S,,,,,,,,,,,,,
969,19,new,319,2706,2724,45M 6S,45M 24S,,,,,,,,,,,,,
970,19,new,323,2730,2760,45M 30S,46M 0S,,,,,,,,,,,,,
971,19,new,328,2768,2788,46M 8S,46M 28S,,,,,,,,,,,,,
972,19,new,334,2792,2804,46M 32S,46M 44S,,,,,,,,,,,,,
973,19,new,339,2854,2872,47M 34S,47M 52S,,,,,,,,,,,,,
974,19,new,343,2878,2982,47M 58S,49M 42S,,,,,,,,,,,,,
975,19,new,360,3050,3056,50M 50S,50M 56S,,,,,,,,,,,,,
976,19,new,373,3116,3124,51M 56S,52M 4S,,,,,,,,,,,,,
977,20,new,13,3586,3588,59M 46S,59M 48S,,,,,,,,,,,,,
978,20,new,18,3594,3596,59M 54S,59M 56S,,,,,,,,,,,,,
979,20,new,21,3602,3604,1H 0M 2S,1H 0M 4S,,,,,,,,,,,,,
980,20,new,81,3904,3906,1H 5M 4S,1H 5M 6S,,,,,,,,,,,,,
981,20,new,82,3914,3918,1H 5M 14S,1H 5M 18S,,,,,,,,,,,,,
982,20,new,83,3936,3948,1H 5M 36S,1H 5M 48S,,,,,,,,,,,,,
983,20,new,99,3994,4022,1H 6M 34S,1H 7M 2S,,,,,,,,,,,,,
984,20,new,109,4086,4088,1H 8M 6S,1H 8M 8S,,,,,,,,,,,,,
985,20,new,115,4112,4114,1H 8M 32S,1H 8M 34S,,,,,,,,,,,,,
986,20,new,121,4124,4128,1H 8M 44S,1H 8M 48S,,,,,,,,,,,,,
987,20,new,141,4220,4318,1H 10M 20S,1H 11M 58S,,,,,,,,,,,,,
988,20,new,148,4336,4418,1H 12M 16S,1H 13M 38S,,,,,,,,,,,,,
